DocumentID,ProjectName,DocumentName,DocumentURI,ResolvedPath,Desc,Notes,Category,AddedOn
2738,General,Doc1.docx,D:\Downloads\Doc1.docx,D:\Downloads\Doc1.docx,Doc1.docx,Doc1.docx,TempFiles,20-07-2023
2752,General,iEDXFirmware-steppedsine.zip,D:\Downloads\iEDXFirmware-steppedsine.zip,D:\Downloads\iEDXFirmware-steppedsine.zip,iEDXFirmware-steppedsine.zip,iEDXFirmware-steppedsine.zip,TempFiles,21-07-2023
2756,General,OpTransactionHistoryTpr22-07-2023.pdf,D:\Downloads\OpTransactionHistoryTpr22-07-2023.pdf,D:\Downloads\OpTransactionHistoryTpr22-07-2023.pdf,OpTransactionHistoryTpr22-07-2023.pdf,OpTransactionHistoryTpr22-07-2023.pdf,TempFiles,22-07-2023
2757,General,drive-download-20230722T104947Z-001.zip,D:\Downloads\drive-download-20230722T104947Z-001.zip,D:\Downloads\drive-download-20230722T104947Z-001.zip,drive-download-20230722T104947Z-001.zip,drive-download-20230722T104947Z-001.zip,TempFiles,22-07-2023
2770,General,screens1.bmp,D:\Downloads\screens1.bmp,D:\Downloads\screens1.bmp,screens1.bmp,screens1.bmp,TempFiles,24-07-2023
2772,General,Screencast from 24-07-23 10_56_14 AM IST.webm,D:\Downloads\Screencast from 24-07-23 10_56_14 AM IST.webm,D:\Downloads\Screencast from 24-07-23 10_56_14 AM IST.webm,Screencast from 24-07-23 10_56_14 AM IST.webm,Screencast from 24-07-23 10_56_14 AM IST.webm,TempFiles,24-07-2023
2773,General,Screencast from 24-07-23 10_55_19 AM IST.webm,D:\Downloads\Screencast from 24-07-23 10_55_19 AM IST.webm,D:\Downloads\Screencast from 24-07-23 10_55_19 AM IST.webm,Screencast from 24-07-23 10_55_19 AM IST.webm,Screencast from 24-07-23 10_55_19 AM IST.webm,TempFiles,24-07-2023
2774,General,TSG SW.zip,D:\Downloads\TSG SW.zip,D:\Downloads\TSG SW.zip,TSG SW.zip,TSG SW.zip,TempFiles,24-07-2023
2776,General,TSG SW (1).zip,D:\Downloads\TSG SW (1).zip,D:\Downloads\TSG SW (1).zip,TSG SW (1).zip,TSG SW (1).zip,TempFiles,24-07-2023
2778,General,LUXISENS ANALYSIS REPORT.docx,D:\Downloads\LUXISENS ANALYSIS REPORT.docx,D:\Downloads\LUXISENS ANALYSIS REPORT.docx,LUXISENS ANALYSIS REPORT.docx,LUXISENS ANALYSIS REPORT.docx,TempFiles,24-07-2023
2780,General,NEERS CSV 25 JULY - T1.rar,D:\Downloads\NEERS CSV 25 JULY - T1.rar,D:\Downloads\NEERS CSV 25 JULY - T1.rar,NEERS CSV 25 JULY - T1.rar,NEERS CSV 25 JULY - T1.rar,TempFiles,25-07-2023
2781,General,A S Aluminium Fabrications (1).docx,D:\Downloads\A S Aluminium Fabrications (1).docx,D:\Downloads\A S Aluminium Fabrications (1).docx,A S Aluminium Fabrications (1).docx,A S Aluminium Fabrications (1).docx,TempFiles,25-07-2023
2783,General,NEERS CSV 25 JULY - CONST + REV.rar,D:\Downloads\NEERS CSV 25 JULY - CONST + REV.rar,D:\Downloads\NEERS CSV 25 JULY - CONST + REV.rar,NEERS CSV 25 JULY - CONST + REV.rar,NEERS CSV 25 JULY - CONST + REV.rar,TempFiles,25-07-2023
2785,General,stripe_backup_code.txt,D:\Downloads\stripe_backup_code.txt,D:\Downloads\stripe_backup_code.txt,stripe_backup_code.txt,stripe_backup_code.txt,TempFiles,26-07-2023
2790,General,Element40noPressSF1000.csv,D:\Downloads\Element40noPressSF1000.csv,D:\Downloads\Element40noPressSF1000.csv,Element40noPressSF1000.csv,Element40noPressSF1000.csv,TempFiles,26-07-2023
2791,General,Element40_5PressSF1000.csv,D:\Downloads\Element40_5PressSF1000.csv,D:\Downloads\Element40_5PressSF1000.csv,Element40_5PressSF1000.csv,Element40_5PressSF1000.csv,TempFiles,26-07-2023
2792,General,Element40_5PressSF1000 (1).csv,D:\Downloads\Element40_5PressSF1000 (1).csv,D:\Downloads\Element40_5PressSF1000 (1).csv,Element40_5PressSF1000 (1).csv,Element40_5PressSF1000 (1).csv,TempFiles,26-07-2023
2793,General,Elem40_5_PressSF1000_20Ssec.csv.csv,D:\Downloads\Elem40_5_PressSF1000_20Ssec.csv.csv,D:\Downloads\Elem40_5_PressSF1000_20Ssec.csv.csv,Elem40_5_PressSF1000_20Ssec.csv.csv,Elem40_5_PressSF1000_20Ssec.csv.csv,TempFiles,26-07-2023
2794,General,Elem40_NoPressSF1000_20Sec.csv.csv,D:\Downloads\Elem40_NoPressSF1000_20Sec.csv.csv,D:\Downloads\Elem40_NoPressSF1000_20Sec.csv.csv,Elem40_NoPressSF1000_20Sec.csv.csv,Elem40_NoPressSF1000_20Sec.csv.csv,TempFiles,26-07-2023
2795,General,NEERS JULY 26 T1.rar,D:\Downloads\NEERS JULY 26 T1.rar,D:\Downloads\NEERS JULY 26 T1.rar,NEERS JULY 26 T1.rar,NEERS JULY 26 T1.rar,TempFiles,26-07-2023
2796,General,digibran banner.png,D:\Downloads\digibran banner.png,D:\Downloads\digibran banner.png,digibran banner.png,digibran banner.png,TempFiles,27-07-2023
2797,General,DigitalBrainExSetup (3).msi,D:\Downloads\DigitalBrainExSetup (3).msi,D:\Downloads\DigitalBrainExSetup (3).msi,DigitalBrainExSetup (3).msi,DigitalBrainExSetup (3).msi,TempFiles,27-07-2023
2799,General,DigitalBrainExSetup (4).msi,D:\Downloads\DigitalBrainExSetup (4).msi,D:\Downloads\DigitalBrainExSetup (4).msi,DigitalBrainExSetup (4).msi,DigitalBrainExSetup (4).msi,TempFiles,27-07-2023
2800,General,WhatsApp Video 2023-07-28 at 16.51.12.mp4,D:\Downloads\WhatsApp Video 2023-07-28 at 16.51.12.mp4,D:\Downloads\WhatsApp Video 2023-07-28 at 16.51.12.mp4,WhatsApp Video 2023-07-28 at 16.51.12.mp4,WhatsApp Video 2023-07-28 at 16.51.12.mp4,TempFiles,28-07-2023
2801,General,WhatsApp Video 2023-07-28 at 16.51.16.mp4,D:\Downloads\WhatsApp Video 2023-07-28 at 16.51.16.mp4,D:\Downloads\WhatsApp Video 2023-07-28 at 16.51.16.mp4,WhatsApp Video 2023-07-28 at 16.51.16.mp4,WhatsApp Video 2023-07-28 at 16.51.16.mp4,TempFiles,28-07-2023
2802,General,WhatsApp Video 2023-07-28 at 16.51.29.mp4,D:\Downloads\WhatsApp Video 2023-07-28 at 16.51.29.mp4,D:\Downloads\WhatsApp Video 2023-07-28 at 16.51.29.mp4,WhatsApp Video 2023-07-28 at 16.51.29.mp4,WhatsApp Video 2023-07-28 at 16.51.29.mp4,TempFiles,28-07-2023
2803,General,WhatsApp Video 2023-07-28 at 17.18.45.mp4,D:\Downloads\WhatsApp Video 2023-07-28 at 17.18.45.mp4,D:\Downloads\WhatsApp Video 2023-07-28 at 17.18.45.mp4,WhatsApp Video 2023-07-28 at 17.18.45.mp4,WhatsApp Video 2023-07-28 at 17.18.45.mp4,TempFiles,28-07-2023
2805,General,untitled (3).png,D:\Downloads\untitled (3).png,D:\Downloads\untitled (3).png,untitled (3).png,untitled (3).png,TempFiles,29-07-2023
2806,General,aji.rar,D:\Downloads\aji.rar,D:\Downloads\aji.rar,aji.rar,aji.rar,TempFiles,29-07-2023
2832,General,github-iorbit-tech-receipt-2023-08-01.pdf,D:\Downloads\github-iorbit-tech-receipt-2023-08-01.pdf,D:\Downloads\github-iorbit-tech-receipt-2023-08-01.pdf,github-iorbit-tech-receipt-2023-08-01.pdf,github-iorbit-tech-receipt-2023-08-01.pdf,TempFiles,02-08-2023
2833,General,ads1293.pdf,D:\Downloads\ads1293.pdf,D:\Downloads\ads1293.pdf,ads1293.pdf,ads1293.pdf,TempFiles,02-08-2023
2834,General,RPM API - Overview 02Aug2023.pdf,D:\Downloads\RPM API - Overview 02Aug2023.pdf,D:\Downloads\RPM API - Overview 02Aug2023.pdf,RPM API - Overview 02Aug2023.pdf,RPM API - Overview 02Aug2023.pdf,TempFiles,02-08-2023
2835,General,RPM API - Overview 02Aug2023 (1).pdf,D:\Downloads\RPM API - Overview 02Aug2023 (1).pdf,D:\Downloads\RPM API - Overview 02Aug2023 (1).pdf,RPM API - Overview 02Aug2023 (1).pdf,RPM API - Overview 02Aug2023 (1).pdf,TempFiles,02-08-2023
2838,General,Postman-win64-Setup (1).exe,D:\Downloads\Postman-win64-Setup (1).exe,D:\Downloads\Postman-win64-Setup (1).exe,Postman-win64-Setup (1).exe,Postman-win64-Setup (1).exe,TempFiles,03-08-2023
2842,General,JPEG_20230803_191732.jpg,\Documents\JPEG_20230803_191732.jpg,D:\DBX\LocalDocFolder\Documents\JPEG_20230803_191732.jpg,pcpic,,,03-08-2023
2843,General,JPEG_20230803_191813.jpg,\Documents\JPEG_20230803_191813.jpg,D:\DBX\LocalDocFolder\Documents\JPEG_20230803_191813.jpg,pcpic_1,,,03-08-2023
2844,General,JPEG_20230803_191940.jpg,\Documents\JPEG_20230803_191940.jpg,D:\DBX\LocalDocFolder\Documents\JPEG_20230803_191940.jpg,bmjo bijumon driving licence,,,03-08-2023
2845,General,JPEG_20230803_192019.jpg,\Documents\JPEG_20230803_192019.jpg,D:\DBX\LocalDocFolder\Documents\JPEG_20230803_192019.jpg,bmjo bijumon driving licence_back,,,03-08-2023
2846,General,JPEG_20230803_192102.jpg,\Documents\JPEG_20230803_192102.jpg,D:\DBX\LocalDocFolder\Documents\JPEG_20230803_192102.jpg,bmjo bijumon pan card,,,03-08-2023
2847,General,JPEG_20230803_192206.jpg,\Documents\JPEG_20230803_192206.jpg,D:\DBX\LocalDocFolder\Documents\JPEG_20230803_192206.jpg,bmjo bijumon adhar card,,,03-08-2023
2848,General,JPEG_20230803_192304.jpg,\Documents\JPEG_20230803_192304.jpg,D:\DBX\LocalDocFolder\Documents\JPEG_20230803_192304.jpg,bmjo bijumon adhar card_full,,,03-08-2023
2850,General,1691128582423.JPEG,D:\Downloads\1691128582423.JPEG,D:\Downloads\1691128582423.JPEG,1691128582423.JPEG,1691128582423.JPEG,TempFiles,04-08-2023
2851,General,1691128590105.JPEG,D:\Downloads\1691128590105.JPEG,D:\Downloads\1691128590105.JPEG,1691128590105.JPEG,1691128590105.JPEG,TempFiles,04-08-2023
2852,General,1691128594343.JPEG,D:\Downloads\1691128594343.JPEG,D:\Downloads\1691128594343.JPEG,1691128594343.JPEG,1691128594343.JPEG,TempFiles,04-08-2023
2853,General,JPEG_20230804_151946.jpg,\Documents\JPEG_20230804_151946.jpg,D:\DBX\LocalDocFolder\Documents\JPEG_20230804_151946.jpg,Generator diesel expense,,,04-08-2023
2854,General,xampp-windows-x64-8.2.4-0-VS16-installer.exe,D:\Downloads\xampp-windows-x64-8.2.4-0-VS16-installer.exe,D:\Downloads\xampp-windows-x64-8.2.4-0-VS16-installer.exe,xampp-windows-x64-8.2.4-0-VS16-installer.exe,xampp-windows-x64-8.2.4-0-VS16-installer.exe,TempFiles,04-08-2023
2856,General,OBS-Studio-29.1.3-Full-Installer-x64.exe,D:\Downloads\OBS-Studio-29.1.3-Full-Installer-x64.exe,D:\Downloads\OBS-Studio-29.1.3-Full-Installer-x64.exe,OBS-Studio-29.1.3-Full-Installer-x64.exe,OBS-Studio-29.1.3-Full-Installer-x64.exe,TempFiles,05-08-2023
2858,General,JPEG_20230805_143656.jpg,\Documents\JPEG_20230805_143656.jpg,D:\DBX\LocalDocFolder\Documents\JPEG_20230805_143656.jpg,milk powder bottles for iorbit,,,05-08-2023
2867,General,POL_76050034232700000143 (1).zip,D:\Downloads\POL_76050034232700000143 (1).zip,D:\Downloads\POL_76050034232700000143 (1).zip,POL_76050034232700000143 (1).zip,POL_76050034232700000143 (1).zip,TempFiles,05-08-2023
2870,General,CPAP_Reprt temp.pdf,D:\Downloads\CPAP_Reprt temp.pdf,D:\Downloads\CPAP_Reprt temp.pdf,CPAP_Reprt temp.pdf,CPAP_Reprt temp.pdf,TempFiles,07-08-2023
2871,General,electronics-12-02389-v2.pdf,D:\Downloads\electronics-12-02389-v2.pdf,D:\Downloads\electronics-12-02389-v2.pdf,electronics-12-02389-v2.pdf,electronics-12-02389-v2.pdf,TempFiles,07-08-2023
2873,General,faissmask-master.zip,D:\Downloads\faissmask-master.zip,D:\Downloads\faissmask-master.zip,faissmask-master.zip,faissmask-master.zip,TempFiles,07-08-2023
2874,General,faissmask-master (1).zip,D:\Downloads\faissmask-master (1).zip,D:\Downloads\faissmask-master (1).zip,faissmask-master (1).zip,faissmask-master (1).zip,TempFiles,07-08-2023
2875,General,faissmask-master (2).zip,D:\Downloads\faissmask-master (2).zip,D:\Downloads\faissmask-master (2).zip,faissmask-master (2).zip,faissmask-master (2).zip,TempFiles,07-08-2023
2876,General,digibrainlogoandroid.png,D:\Downloads\digibrainlogoandroid.png,D:\Downloads\digibrainlogoandroid.png,digibrainlogoandroid.png,digibrainlogoandroid.png,TempFiles,08-08-2023
2877,General,WhatsApp Image 2023-08-08 at 09.39.15.jpg,D:\Downloads\WhatsApp Image 2023-08-08 at 09.39.15.jpg,D:\Downloads\WhatsApp Image 2023-08-08 at 09.39.15.jpg,WhatsApp Image 2023-08-08 at 09.39.15.jpg,WhatsApp Image 2023-08-08 at 09.39.15.jpg,TempFiles,08-08-2023
2878,General,WhatsApp Image 2023-08-08 at 09.39.15-2.jpg,D:\Downloads\WhatsApp Image 2023-08-08 at 09.39.15-2.jpg,D:\Downloads\WhatsApp Image 2023-08-08 at 09.39.15-2.jpg,WhatsApp Image 2023-08-08 at 09.39.15-2.jpg,WhatsApp Image 2023-08-08 at 09.39.15-2.jpg,TempFiles,08-08-2023
2879,General,WhatsApp Image 2023-08-08 at 09.39.16.jpg,D:\Downloads\WhatsApp Image 2023-08-08 at 09.39.16.jpg,D:\Downloads\WhatsApp Image 2023-08-08 at 09.39.16.jpg,WhatsApp Image 2023-08-08 at 09.39.16.jpg,WhatsApp Image 2023-08-08 at 09.39.16.jpg,TempFiles,08-08-2023
2880,General,WhatsApp Image 2023-08-08 at 09.44.20-8.jpg,D:\Downloads\WhatsApp Image 2023-08-08 at 09.44.20-8.jpg,D:\Downloads\WhatsApp Image 2023-08-08 at 09.44.20-8.jpg,WhatsApp Image 2023-08-08 at 09.44.20-8.jpg,WhatsApp Image 2023-08-08 at 09.44.20-8.jpg,TempFiles,08-08-2023
2882,General,Maple Home Status Report 13-02-2020- web screen images.odt,D:\Downloads\Maple Home Status Report 13-02-2020- web screen images.odt,D:\Downloads\Maple Home Status Report 13-02-2020- web screen images.odt,Maple Home Status Report 13-02-2020- web screen images.odt,Maple Home Status Report 13-02-2020- web screen images.odt,TempFiles,08-08-2023
2883,General,WhatsApp Image 2023-08-08 at 16.50.23.jpg,D:\Downloads\WhatsApp Image 2023-08-08 at 16.50.23.jpg,D:\Downloads\WhatsApp Image 2023-08-08 at 16.50.23.jpg,WhatsApp Image 2023-08-08 at 16.50.23.jpg,WhatsApp Image 2023-08-08 at 16.50.23.jpg,TempFiles,08-08-2023
2884,General,WhatsApp Image 2023-08-08 at 16.50.24.jpg,D:\Downloads\WhatsApp Image 2023-08-08 at 16.50.24.jpg,D:\Downloads\WhatsApp Image 2023-08-08 at 16.50.24.jpg,WhatsApp Image 2023-08-08 at 16.50.24.jpg,WhatsApp Image 2023-08-08 at 16.50.24.jpg,TempFiles,08-08-2023
2885,General,iOrbit Digital Technologies Inaugurates New Facility to Accommodate Expansion Plans.docx,D:\Downloads\iOrbit Digital Technologies Inaugurates New Facility to Accommodate Expansion Plans.docx,D:\Downloads\iOrbit Digital Technologies Inaugurates New Facility to Accommodate Expansion Plans.docx,iOrbit Digital Technologies Inaugurates New Facility to Accommodate Expansion Plans.docx,iOrbit Digital Technologies Inaugurates New Facility to Accommodate Expansion Plans.docx,TempFiles,08-08-2023
2886,General,Priyam_Resume (1).pdf,D:\Downloads\Priyam_Resume (1).pdf,D:\Downloads\Priyam_Resume (1).pdf,Priyam_Resume (1).pdf,Priyam_Resume (1).pdf,TempFiles,08-08-2023
2888,General,client_secret_587588583055-2e79s4istdo9f0pbcsn3t3g1eosp63tk.apps.googleusercontent.com.json,D:\Downloads\client_secret_587588583055-2e79s4istdo9f0pbcsn3t3g1eosp63tk.apps.googleusercontent.com.json,D:\Downloads\client_secret_587588583055-2e79s4istdo9f0pbcsn3t3g1eosp63tk.apps.googleusercontent.com.json,client_secret_587588583055-2e79s4istdo9f0pbcsn3t3g1eosp63tk.apps.googleusercontent.com.json,client_secret_587588583055-2e79s4istdo9f0pbcsn3t3g1eosp63tk.apps.googleusercontent.com.json,TempFiles,09-08-2023
2895,General,HDx Testing and Software Resource Document.pdf,D:\Downloads\HDx Testing and Software Resource Document.pdf,D:\Downloads\HDx Testing and Software Resource Document.pdf,HDx Testing and Software Resource Document.pdf,HDx Testing and Software Resource Document.pdf,TempFiles,09-08-2023
2898,General,1691642735966.JPEG,D:\Downloads\1691642735966.JPEG,D:\Downloads\1691642735966.JPEG,1691642735966.JPEG,1691642735966.JPEG,TempFiles,10-08-2023
2899,General,1691642734727.JPEG,D:\Downloads\1691642734727.JPEG,D:\Downloads\1691642734727.JPEG,1691642734727.JPEG,1691642734727.JPEG,TempFiles,10-08-2023
2900,General,1691642734899.JPEG,D:\Downloads\1691642734899.JPEG,D:\Downloads\1691642734899.JPEG,1691642734899.JPEG,1691642734899.JPEG,TempFiles,10-08-2023
2901,General,1691642735059.JPEG,D:\Downloads\1691642735059.JPEG,D:\Downloads\1691642735059.JPEG,1691642735059.JPEG,1691642735059.JPEG,TempFiles,10-08-2023
2904,General,aadhar2.jpg,D:\Downloads\aadhar2.jpg,D:\Downloads\aadhar2.jpg,aadhar2.jpg,aadhar2.jpg,TempFiles,10-08-2023
2905,General,aadhar (1).jpg,D:\Downloads\aadhar (1).jpg,D:\Downloads\aadhar (1).jpg,aadhar (1).jpg,aadhar (1).jpg,TempFiles,10-08-2023
2906,General,OpTransactionHistory10-08-2023.xls,D:\Downloads\OpTransactionHistory10-08-2023.xls,D:\Downloads\OpTransactionHistory10-08-2023.xls,OpTransactionHistory10-08-2023.xls,OpTransactionHistory10-08-2023.xls,TempFiles,10-08-2023
2907,General,github-iorbit-tech-receipt-2023-08-01 (1).pdf,D:\Downloads\github-iorbit-tech-receipt-2023-08-01 (1).pdf,D:\Downloads\github-iorbit-tech-receipt-2023-08-01 (1).pdf,github-iorbit-tech-receipt-2023-08-01 (1).pdf,github-iorbit-tech-receipt-2023-08-01 (1).pdf,TempFiles,10-08-2023
2908,General,Software background-2023-07-11 (1).docx,D:\Downloads\Software background-2023-07-11 (1).docx,D:\Downloads\Software background-2023-07-11 (1).docx,Software background-2023-07-11 (1).docx,Software background-2023-07-11 (1).docx,TempFiles,10-08-2023
2911,General,flutter_windows_3.10.6-stable.zip,D:\Downloads\flutter_windows_3.10.6-stable.zip,D:\Downloads\flutter_windows_3.10.6-stable.zip,flutter_windows_3.10.6-stable.zip,flutter_windows_3.10.6-stable.zip,TempFiles,11-08-2023
2923,General,USB to HDMI.pdf,D:\Downloads\USB to HDMI.pdf,D:\Downloads\USB to HDMI.pdf,USB to HDMI.pdf,USB to HDMI.pdf,TempFiles,14-08-2023
2925,General,BodyMountADS1293.ino,D:\Downloads\BodyMountADS1293.ino,D:\Downloads\BodyMountADS1293.ino,BodyMountADS1293.ino,BodyMountADS1293.ino,TempFiles,14-08-2023
2937,General,leadership.bmp,D:\Downloads\leadership.bmp,D:\Downloads\leadership.bmp,leadership.bmp,leadership.bmp,TempFiles,17-08-2023
2938,General,RR_data.zip,D:\Downloads\RR_data.zip,D:\Downloads\RR_data.zip,RR_data.zip,RR_data.zip,TempFiles,17-08-2023
2939,General,ecgSuccessData.csv,D:\Downloads\ecgSuccessData.csv,D:\Downloads\ecgSuccessData.csv,ecgSuccessData.csv,ecgSuccessData.csv,TempFiles,17-08-2023
2941,General,Resume_vinay_chandekar_6_year.pdf,D:\Downloads\Resume_vinay_chandekar_6_year.pdf,D:\Downloads\Resume_vinay_chandekar_6_year.pdf,Resume_vinay_chandekar_6_year.pdf,Resume_vinay_chandekar_6_year.pdf,TempFiles,18-08-2023
2942,General,Resume_vinay_chandekar_6_year (1).pdf,D:\Downloads\Resume_vinay_chandekar_6_year (1).pdf,D:\Downloads\Resume_vinay_chandekar_6_year (1).pdf,Resume_vinay_chandekar_6_year (1).pdf,Resume_vinay_chandekar_6_year (1).pdf,TempFiles,18-08-2023
2944,General,Hospex.pdf,D:\Downloads\Hospex.pdf,D:\Downloads\Hospex.pdf,Hospex.pdf,Hospex.pdf,TempFiles,18-08-2023
2945,General,Software background-2023-07-11 (2).docx,D:\Downloads\Software background-2023-07-11 (2).docx,D:\Downloads\Software background-2023-07-11 (2).docx,Software background-2023-07-11 (2).docx,Software background-2023-07-11 (2).docx,TempFiles,18-08-2023
2946,General,ecgSuccessData (1).csv,D:\Downloads\ecgSuccessData (1).csv,D:\Downloads\ecgSuccessData (1).csv,ecgSuccessData (1).csv,ecgSuccessData (1).csv,TempFiles,18-08-2023
2949,General,dbxrtf.rtf,D:\Downloads\dbxrtf.rtf,D:\Downloads\dbxrtf.rtf,dbxrtf.rtf,dbxrtf.rtf,TempFiles,19-08-2023
2951,General,Prajoy Salary Increment Letter 01-09-2023.pdf,D:\Downloads\Prajoy Salary Increment Letter 01-09-2023.pdf,D:\Downloads\Prajoy Salary Increment Letter 01-09-2023.pdf,Prajoy Salary Increment Letter 01-09-2023.pdf,Prajoy Salary Increment Letter 01-09-2023.pdf,TempFiles,21-08-2023
2952,General,Swathy Salary Increment Letter 01-09-2023.pdf,D:\Downloads\Swathy Salary Increment Letter 01-09-2023.pdf,D:\Downloads\Swathy Salary Increment Letter 01-09-2023.pdf,Swathy Salary Increment Letter 01-09-2023.pdf,Swathy Salary Increment Letter 01-09-2023.pdf,TempFiles,21-08-2023
2953,General,Swathy Salary Increment Letter 01-09-2023 (1).pdf,D:\Downloads\Swathy Salary Increment Letter 01-09-2023 (1).pdf,D:\Downloads\Swathy Salary Increment Letter 01-09-2023 (1).pdf,Swathy Salary Increment Letter 01-09-2023 (1).pdf,Swathy Salary Increment Letter 01-09-2023 (1).pdf,TempFiles,21-08-2023
2954,General,John Salary Increment Letter 01-09-2023.pdf,D:\Downloads\John Salary Increment Letter 01-09-2023.pdf,D:\Downloads\John Salary Increment Letter 01-09-2023.pdf,John Salary Increment Letter 01-09-2023.pdf,John Salary Increment Letter 01-09-2023.pdf,TempFiles,21-08-2023
2955,General,John Salary Increment Letter 01-09-2023 (1).pdf,D:\Downloads\John Salary Increment Letter 01-09-2023 (1).pdf,D:\Downloads\John Salary Increment Letter 01-09-2023 (1).pdf,John Salary Increment Letter 01-09-2023 (1).pdf,John Salary Increment Letter 01-09-2023 (1).pdf,TempFiles,21-08-2023
2956,General,John Salary Increment Letter 01-09-2023 (2).pdf,D:\Downloads\John Salary Increment Letter 01-09-2023 (2).pdf,D:\Downloads\John Salary Increment Letter 01-09-2023 (2).pdf,John Salary Increment Letter 01-09-2023 (2).pdf,John Salary Increment Letter 01-09-2023 (2).pdf,TempFiles,21-08-2023
2957,General,Jinisha Salary Increment Letter 01-09-2023.pdf,D:\Downloads\Jinisha Salary Increment Letter 01-09-2023.pdf,D:\Downloads\Jinisha Salary Increment Letter 01-09-2023.pdf,Jinisha Salary Increment Letter 01-09-2023.pdf,Jinisha Salary Increment Letter 01-09-2023.pdf,TempFiles,21-08-2023
2958,General,Mohan Salary Increment Letter 01-09-2023.pdf,D:\Downloads\Mohan Salary Increment Letter 01-09-2023.pdf,D:\Downloads\Mohan Salary Increment Letter 01-09-2023.pdf,Mohan Salary Increment Letter 01-09-2023.pdf,Mohan Salary Increment Letter 01-09-2023.pdf,TempFiles,21-08-2023
2959,General,Prakash Salary Increment Letter 01-09-2023.pdf,D:\Downloads\Prakash Salary Increment Letter 01-09-2023.pdf,D:\Downloads\Prakash Salary Increment Letter 01-09-2023.pdf,Prakash Salary Increment Letter 01-09-2023.pdf,Prakash Salary Increment Letter 01-09-2023.pdf,TempFiles,21-08-2023
2960,General,Abhijith Salary Increment Letter 01-09-2023.pdf,D:\Downloads\Abhijith Salary Increment Letter 01-09-2023.pdf,D:\Downloads\Abhijith Salary Increment Letter 01-09-2023.pdf,Abhijith Salary Increment Letter 01-09-2023.pdf,Abhijith Salary Increment Letter 01-09-2023.pdf,TempFiles,21-08-2023
2961,General,Rohini Salary Increment Letter 01-09-2023.pdf,D:\Downloads\Rohini Salary Increment Letter 01-09-2023.pdf,D:\Downloads\Rohini Salary Increment Letter 01-09-2023.pdf,Rohini Salary Increment Letter 01-09-2023.pdf,Rohini Salary Increment Letter 01-09-2023.pdf,TempFiles,21-08-2023
2962,General,Rohini Salary Increment Letter 01-09-2023 (1).pdf,D:\Downloads\Rohini Salary Increment Letter 01-09-2023 (1).pdf,D:\Downloads\Rohini Salary Increment Letter 01-09-2023 (1).pdf,Rohini Salary Increment Letter 01-09-2023 (1).pdf,Rohini Salary Increment Letter 01-09-2023 (1).pdf,TempFiles,21-08-2023
2963,General,Pournami Salary Increment Letter 01-09-2023.pdf,D:\Downloads\Pournami Salary Increment Letter 01-09-2023.pdf,D:\Downloads\Pournami Salary Increment Letter 01-09-2023.pdf,Pournami Salary Increment Letter 01-09-2023.pdf,Pournami Salary Increment Letter 01-09-2023.pdf,TempFiles,21-08-2023
2964,General,Athul Salary Increment Letter 01-09-2023.pdf,D:\Downloads\Athul Salary Increment Letter 01-09-2023.pdf,D:\Downloads\Athul Salary Increment Letter 01-09-2023.pdf,Athul Salary Increment Letter 01-09-2023.pdf,Athul Salary Increment Letter 01-09-2023.pdf,TempFiles,21-08-2023
2968,General,CMS.zip,D:\Downloads\CMS.zip,D:\Downloads\CMS.zip,CMS.zip,CMS.zip,TempFiles,21-08-2023
2973,General,TSG SW (2).zip,D:\Downloads\TSG SW (2).zip,D:\Downloads\TSG SW (2).zip,TSG SW (2).zip,TSG SW (2).zip,TempFiles,22-08-2023
2974,General,ongev-front-end-development.zip,D:\Downloads\ongev-front-end-development.zip,D:\Downloads\ongev-front-end-development.zip,ongev-front-end-development.zip,ongev-front-end-development.zip,TempFiles,22-08-2023
2984,General,ecgSuccessData (2).csv,D:\Downloads\ecgSuccessData (2).csv,D:\Downloads\ecgSuccessData (2).csv,ecgSuccessData (2).csv,ecgSuccessData (2).csv,TempFiles,24-08-2023
2985,General,ecgSuccessData (3).csv,D:\Downloads\ecgSuccessData (3).csv,D:\Downloads\ecgSuccessData (3).csv,ecgSuccessData (3).csv,ecgSuccessData (3).csv,TempFiles,24-08-2023
2986,General,CMS -Luxi.zip,D:\Downloads\CMS -Luxi.zip,D:\Downloads\CMS -Luxi.zip,CMS -Luxi.zip,CMS -Luxi.zip,TempFiles,25-08-2023
2992,General,MedicalDashboardChart.js,D:\Downloads\MedicalDashboardChart.js,D:\Downloads\MedicalDashboardChart.js,MedicalDashboardChart.js,MedicalDashboardChart.js,TempFiles,25-08-2023
2993,General,UPS_Logtech.pdf,D:\Downloads\UPS_Logtech.pdf,D:\Downloads\UPS_Logtech.pdf,UPS_Logtech.pdf,UPS_Logtech.pdf,TempFiles,25-08-2023
2997,General,Devasekhar_Resume_Final.pdf,D:\Downloads\Devasekhar_Resume_Final.pdf,D:\Downloads\Devasekhar_Resume_Final.pdf,Devasekhar_Resume_Final.pdf,Devasekhar_Resume_Final.pdf,TempFiles,30-08-2023
